class,text
1,"In ""Home Economics"", Abed describes Jeff as being just like Goldie Hawn in overboard - he's wealthy, assertive, arrogant, and gets manicures all the time."
1,:  Annie makes a point of pointing this out when she sarcastically thanks  Jeff and Britta for ruining her love life .
1,"In ""Pascal's Triangle Revisited"", Jeff has to choose between  Britta  and  Slater  after both admit they love him."
1,He chooses  Annie.
0," up for grabs: Abed:  We've lost our  Cliff Clavin , our  George Costanza , our  Turtle... or Johnny Drama... or E ."
0,They watch them to  riff on how bad they are .
0,Troy:   Why does she have to be BLACK?
1,":  Jeff and Pierce's multi-costumed, multi-propped Spanish presentation, which gets  horrified looks  from the students and  F/F-  grades."
0,"Ensemble Darkhorse LaBamba is still hanging around, though."
0,"He then decided to give those people a fake-outHe pushed his breasts together and the camera zoomed in on his ""cleavage""."
0,"This was followed-up with further threatening videos from Will, and a photoshop contest for the fans to portray what was dubbed ""Beardpocalypse""."
0,Moody piano music played when Andy ran out to the parking lot.
0,"In an interview with Nicole Scherzinger, Conan is caught looking at Nicole's cleavage and called out on it (to be fair, and as Conan himself pointed out, how could you not?)."
0,"The huge moon in the background of his TBS show can be controlled via remote, and possibly be used to crush Andy Richter."
0,"Throughout, he also maintains lots of weapons or tactics are completely useless in the given situation (like using a heavy greatsword and armor on board a ship, or  riding your sword down a ship sail )."
0,"They usually get the basics of the topic right, but whether due to lack of budget or time (or both), miss on several details and have to reuse props, even if they're not historically accurate."
0,", peppered across different episodes (Weird Weapons dealt with most of the polearms, Medieval Tournament mentioned the poleaxe, and spears appear here and there)"
0,"During the final weeks of the 2008 Presidential Campaign, this became a more regular segment called ""Campaign Comment""."
0,"He then joined Current Media, and  Countdown  relaunched on  Current TV  on June 20th."
0,""" (in reference to Sarah Palin)   Get out your pitchforks and torches, it's time for...   Tonight's... Worst... Person...  In The   Worrrrrrllllllllld!"
0,"""   Also, unlike  Rachel Maddow  who likes the sport, he shares frequent enemy  Glenn Beck 's hatred of soccer."
0,"Every person involved seems to have a different story about exactly what happened there, but whatever it was, it's over now!"
0,Just which partner would be a Heel would likely depend on your political ideology.
0,"Ever since Jon Stewart's  epic   Go *** Yourselves   choir song  Keith substitutes  ""What Jon Stewart said!"
0,Punditslash has a tendency to put him with Anderson Cooper.
0,Some of the segues from Oddball/Time Marches On back to news content before the commercial break can be pretty jarring.
0,"A significant portion of ""batting practice"" on  Twitter  was spent joking about typos in incoming tweets."
1,"This show provides examples of:   Aborted Arc  ( Jeff and Jane were implied to have an interest in each other at the end of series 3, but Jeff's actor left the show and this was never mentioned again."
1,")  This was, however,  salvaged for  Oliver  in the fourth series ."
1, (we do not talk about  the Melty Man.
1,"  Susan attempts this with Steve :  ""We never really got 'round to organizing a wedding."
0,Thought maybe a whole human being would be easier.
1," (the finale of series 3 had  Patrick and Sally finally getting together , and series 4 gave  Jane a love interest in the form of Jeff's  Suspiciously Similar Substitute )"
1,Sally's reaction to   discovering Patrick's engagement ring .
0,"When Susan is in labor in the series finale, she wants to have a natural birth, but tells Steve to ask her three times if she wants the drugs."
0,"Steve has his moments, too."
1,Compared to Susan she's still pretty shallow but she's actually  less insane  and more sensitive to others' feelings than she appears to be.
1,"She is, however, still an  Attention Whore ."
1,"Susan, on the other hand, is actually  more  shallow than she appears to be."
0,"Sally:  No it's not, it's homophobic, you stupid queen!"
0,"There were several episodes titled ""The [Man/Girl] With [X] [Body part]"""
1,"Patrick Sally, you need someone who'll love you forever, properly."
1,Patrick  ...I was  talking about  me !
0," (Moffat calls the series ""my life as told by a drunk"")  In a specific example, he says that he wrote ""Inferno"" based on a similar situation where he was caught with porn in his VCR; however, he admits to adding the ""spanking"" part because it made the whole things just a little more twisted."
0,"There's dozens of little titbits in this and other scribblings that rely on  One Dialogue, Two Conversations ; here it's used to cement the  Fawlty Towers Plot ."
0,"Neatly averted, as most episodes either take place at night or show the characters at or leaving work."
0,"Oliver also has Doctor Who merchandise in his bookshop, and when going to a dinner with the gang, wears a sweater reading ""Bring Back Doctor Who"" on the back."
0, (see Crowning Moment of Funny)
0,What is  wrong  with you?
0,It's an ensemble cast.
0,The short Confucius sketches where he tells a classic dirty joke.
0,"The manager acknowledges his apology, and kindly reassures him that it's okay... which prompts Ed to happily shout, ""I peed in your pool!"
0,"This show provides examples of:    Badass Driver How many drivers can say they've successfully chased after a speeding semi, dodged falling barrels, then drove up the ramp and boarded the truck?"
0,How many things will go up in flames?
0,"Contestant I'm just getting hyped up, baby!"
0,"'s dark and gritty answer to  Miami Vice , set amid the dregs of 1960s Chicago and later Las Vegas."
0,This series has examples of the following:   Big Bad Ray Luca is about as big and bad as it gets.
1,"A third season never materialized, thus the show ends on a  Cliffhanger ."
1,"  Ray Luca, though it's left somewhat ambiguous whether he is  Back from the Dead , since he is quite clearly blown up in a nuclear bomb test at the end of season one."
1,In a case of  Chemistry Can Do Anything  he is revived by scientists for reasons unknown.
1,This plot point is best left ignored.
1,After   Elle  is shot by the  serial killer  of the week she is left unconscious and bleeding to death.
1,"During their conversation, Elle's father tells her that the decisions she makes in the plane will make the difference as to whether she lives or dies in real life ."
1,"However,   Hotchner, stabbed multiple times, is not rescued by his teammates, but rather by the  Serial Killer  (called the Reaper) who ambushed him."
1,The Reaper even takes Hotchner to the hospital to makes sure that Hotchner survives to suffer more.
0,"But if there were actually that many serial killers out there, no one would ever leave their houses."
0,"new killers replacing the old ones, old ones not getting caught or worst of all patterns not even being noticed)."
1,"While all of this is going on, the victims are still alive and can hear, see and presumably feel  everything - including the wigs being sewn into their scalps, and the slow deterioration of their body under the influence of the drugs."
1,"There's also what Frank did his victims: injecting them with a drug that left them completely paralyzed, but fully conscious, as he  very slowly  vivisected them."
1,"The unsub was using support groups to make friends with grieving parents of a local tragedy, then would follow them home, inject them with a paralyzing drug, and set up the fake suicides, all the while explaining to his fully conscious victims that he was just doing what they  wanted  him to do."
1,"Holy  shit , the idea of   being immobilized, feeling the torture someone's putting you through, getting acid dripped on various parts of you, and having it all videotaped with a running childlike commentary ."
1,"Technically, her life as Emily Prentiss is indeed over."
1,"""Out of the Light"", where not only does a bad guy get away, the team thinks he's innocent."
1,"The Worst Guy loses big time, mostly due to the Not-as-bad Guy  shooting him in the head , but the Not-as-bad Guy is still pretty bad, and gets away with absolutely everything  due to being a valuable witness against more Worse Guys ."
1,"""The Fisher King"" features an Ottendorf cipher brought to the Behavioral Analysis Unit by  the UNSUB via Hotch's wife ."
1,The cypher is part of a larger puzzle to find   a girl who's been missing for two years .
1,The key text is  The Collector  by John Fowles .
1,"After the Reaper case and the events of ""Nameless, Faceless"", it's only a matter of time before Hotch crosses the  Despair Event Horizon ... which is confirmed by ""100"":   Hotch beats Foyet to death using his bare hands ."
1,"After getting Alzheimer's, he and his  approval-seeking son  start killing again while he can still do it right."
0,"In ""Amplification,"" the climactic scene takes place in what's supposed to be the  Washington D.C."
0,""" Justified because the caller was using a cell phone."
0,"The kid who plays a smart-aleck 13-year old sociopathic serial killer from ""Safe Haven"" played essentially the same character on an episode of  Law   Order: Special Victims Unit ."
0,"Not to mention his talent for artwork, which has also been used in several episodes."
0,"Amazing Fun Fact:  UnSub  was also the title of a short-lived series aired in 1989, which the Other Wiki tells us was  ""centered around an elite FBI forensic team that investigates serial murderers and other violent crimes."
1,Hotch is on the phone with his wife Haley after learning that she and their son Jack are held in hostage by  George Foyet  aka The Reaper.
0,"The character Penelope Garcia is the technical analyst in both  Criminal Minds  and, its spin-off,  Criminal Minds: Suspect Behavior ."
1,"Most of them, but it is subverted at least twice (in  ""The Boogeymen"" and ""A Shade of Gray"" )."
1,"When  Reid and Hotch are being held hostage at the end of the episode, Hotch tricks the unsub into letting him kick Reid around, so Reid can get the gun out and shoot the unsub."
1,"In ""Valhalla"", Reid notices Prentiss is agitated because she's been picking at her fingernails."
1,"In ""Lauren"", this turns out to be the key to uncovering Prentiss' secret:   that it's her hand holding the gun in the photo of Declan Doyle's fake assassination ."
1,"The reason this actually works well is that Brewster herself apparently has this tendency, so if you go back to earlier seasons, Prentiss can indeed be seen picking at her nails in times of stress and it's never pointed out."
1,We hear a gunshot and it fades to black.
1,Season 5 -  The Prince of Darkness kidnaps Ellie and leaves Morgan incapacitated and Spicer dead.
1,Season 6 doesn't have a cliffhanger in the same vein as the other seasons- the case is wrapped up in one episode.
0,"In the first case, Bale was unable to resist the opportunity to try and trick the team into blowing up a potential victim."
1,"In the second,  the guy hired the copycats so the BAU would have to consult with him , which gave him an opportunity to escape."
0,"says that she and Will make it work, but when they are called into work less than a minute later Emily dejectedly remarks that she should get a cat."
1,"In the ten years he stopped killing, he memorized the schematics of every jail, holding facility and courthouse in Massachusetts so that when he got caught (which was also self-organized), he would escape to taunt and terrorize another day."
1,"He also  lampshades  it when he says to Hotch:    ""Do you know how much you have to study the human body to stab yourself repeatedly and not die?"
1,"I don't want to brag, but I'm something of an expert."
1,""" , referring to the manner in which Foyet faked his own attack and threw the police/FBI off the scent for ten years ."
1,"In ""Masterpiece"" by Professor Rothschild/ Henry Grace , who  used clues and a ""live video feed"" of torture to lead the team into a trap ."
1,"Luckily, Reid's  Good With Numbers  combined with Rossi's  Out Gambit  turned the UnSub's severe OCD around to figure that out."
1,"  May Walden, the actress mom in ""Reflection of Desire"", is able to belittle and sexually harass her son from beyond the grave."
1,"Played with in ""Cradle to Grave"", where   the UnSub and his wife  are killing the girls  after  they give birth, if it's a baby girl."
0,"Recently Matthew Gray Gubler got to take the directing skills he's honed on other projects and direct episodes of the show (""Mosley Lane"", ""Lauren"")."
0,"Inverted by ""Pleasure is My Business"", where the unsub is a prostitute."
1,"Super Empowering The ending implies that she might have been ""encouraging"" them   possibly unawares to the first (executed) boyfriend, but when your copycat boyfriend kills four women in one day  just to make you a nice wig  you may as well embrace your ""gift""."
1,"""Empty Planet"" refers to an  in-universe science-fiction novel   and to what the unsub thinks the world is being turned into, due to the proliferation of machine technology - courtesy of his delusions inspired by the aforementioned book ."
1," Hotch met Haley when they were both in a high school production of ""Pirates."
1," movie of the same name -  privileged, apparently straight-edge kids get into trouble behind their parents' backs, to hilarity in the film's case and to their deaths in the episode  - as well as echoing the notion of a victim being high or low risk, which is brought up several times over the course of the series."
1,":  ""100"" most notably, since it's where   Hotch crosses the  Despair Event Horizon ."
1, offered to them by their kidnapper - kill one and the other two go free .
1,"Morgan   was sexually molested from childhood through adolescence by an authority figure , and his father was killed in front of him when he was very young."
1,"One should note that the abortion itself is never played for angst, rather the consequences of it - her isolation from the baby's father and the guilt heaped on her by her Catholic upbringing - is."
1,"She also   went under deep cover to catch Doyle, to the point of feigning a relationship with him."
1,"In any case, they wind up trying to kill each other."
1,Rossi has 3 ex-wives as a result of being  Married to the Job .
0,"He also had  the Galen case  (""Damaged"") and the Butcher case (""Remembrance of Things Past"") which haunted him for more than ten years and didn't get solved until he came out of retirement."
1,); Elle by   the serial rapist she went  vigilante executioner  on - that they up and left the team.
1,"Gideon didn't even resign in person, he just left a letter behind for Reid and took off."
1,Jason Gideon:  Why did you hurt those kids?
1,Jeffrey Charles:  Because I wanted to.
1,"When his parents discover what he has done Danny only feigns remorse so he won't get in trouble, secretly content his ""annoying"" brother is dead."
1,"""He shoved plane parts down his brother's throat."
1,"""  Some of the adult unsubs were also pretty screwed up as children; Mark Gregory from ""Charm and Harm"" drowned his mother, Floyd Feylinn Ferell from ""Lucky"" tried to eat his baby sister, Peter Redding from ""A Higher Power"" slashed his brother's wrists and The Reaper killed his parents and made it look like a car accident."
1,"""  The second example was  something   of   a  mistake on the  gloater's  part."
0,It was made worse by bringing in  a new female lead  to replace JJ (though she doesn't have the same job).
0,As part of this they needed someone to have the access that JJ's new job gave her for story reasons.
1,  Haley's death scene  was set up as this in the show's 100th episode.
1,"And then it was terribly, horribly averted..."
1,Gets very creepy when it turns out that this is how the family continues;  they've been doing this for generations .
1,"And then at the very end of the episode, it turns out that the family has other branches, and the last shot of the episode is another similar set (mother, father and young son) preparing to kill some other people."
1,"""Open Season"" had brothers  who hunted people for sport , having been taught to so by their uncle, a paranoid psychotic who had died some time before the events of the episode."
1,"; the couple treated him sort of like a son, and he even helped them abduct other kids) and ""A Thousand Words"" (a near example because the father committed suicide, and   the mother dies giving birth to their son ."
1,"Near the end, its discovered   the unsub is using it as a guide to  his copycat murders ."
0,Apparently a lot of criminals on this show have a foot fetish.
1,"Syd's especially, since she's the leader of the two and all but one of the attacks happen in places that remind her of her dad ."
1,"In ""Epilogue,"" the Unsub   resuscitates his victims so he can find out what they saw and compare it to his own  Near Death Experience ."
1,"During the investigation, Reid reveals that he saw a bright light before   Tobias Hankel resuscitated him ; but the trope is subverted for Prentiss, who counters that she flatlined in the ambulance after   being impaled by Doyle  and only felt cold and darkness."
0,"Hotch (Bad Cop) and Prentiss (Good Cop) do a fairly spectacular version in ""Bloodlines."
0,"Subverted by   Emily Prentiss, FBI agent who had an abortion at fifteen and is never shown to have angst over it."
1,"She is never once shown to have been ""punished"" or seen as ""bad"" because of her abortion."
1,"Also subverted in the episode ""The Crossing"":   it's revealed at one point that a stalking victim had an abortion, but although this causes some problems between her and her boyfriend, it's not connected in any way to the stalking and her abduction is not positioned as narrative punishment for having it."
1,"The episode also subtly implies, entirely non-judgmentally, that newly-pregnant JJ has been considering an abortion up until the point where she calls her boyfriend in the final scene ."
1,"By the grace of God, he   stared down the original bomber ; by the disgrace of God, he   did not get to appear in TV like other survivors did; in fact they not only claimed one of  them  did it, they didn't even  remember  him, if they knew who he  was  in the first place."
1,"Worse is that the title refers to the fact that, because of the injuries he incurred from the explosion, he can no longer feel any pain due to brain damage, and is the only one who has any kind of long-term injury like that, so he suffered more than the rest too ."
1,"We find out that Prentiss's   fake funeral and actual hospital expenses  cost the government more than $650,000."
1,"Imagine what sort of tab the BAU has run up altogether over the years with their not-quite-by-the-book antics (see  Screw the Rules, I'm Doing What's Right , below)."
1,The disorder is identified by name.
1,""" He's a   nurse in the  E Rs  where the victims were brought , which allowed him to 'heroically' help the victims."
1,"Here, it is called ""Hero Homicide""."
0,"JJ, Haley, Fran Morgan, Sarah Jacobs, assorted victims like Maggie from ""Legacy""... really, it'd be easier to list the mothers that  don't  fit."
1,"  Prentiss does this in ""Lauren"" after being stabbed by Doyle, prompting Morgan to respond, of course, with  No One Gets Left Behind ."
1,"In ""Reckoner,"" the last name on Judge Schuller's hit list is his own."
0,"Oh, and the noise from the car crash is what told the nearby police and FBI where to go."
1,"Happens to the Cop of the Week played by Eric Close in ""Our Darkest Hour"", though   it's more of a case of ""I Have Your Sister and Daughter""."
1,"Though this normally applies to villains,   Prentiss takes a wooden stake to the gut in her knock-down, drag-out fight with Doyle ."
0,"Sure, there's that one, though there's never any evidence that he eats any of the victims himself."
1,"For another,   while the other girls are working each other up to kill her, convincing themselves that she's dead anyway because she's coughing and they have no medicine, she  picks up the hammer and kills one of them from behind ."
1,"So arguably it  is  a ""cough of death""... but the death isn't hers!"
1,"Played straight in ""Our Darkest Hour"":   the unsub played by Tim Curry doesn't harm children ."
1,"Erin Strauss, though she's sympathetic to Hotch after   Haley dies."
1,Though Straus isn't actually Internal Affairs.
1,She's just the big boss.
0,"Subverted in ""Birthright""; while it turns out that   the killer's father was also a killer, this is not portrayed as being genetic, and rather the result of a teenager who was raised to worship his dead father finding his dad's old journal and deciding to carry on the family tradition."
1,"Meanwhile, the father's other son, who's known for years that he was born out of rape, is a perfectly nice guy ."
1,"In another episode, the unsub claims that he has an inherited chromosomal disorder that makes him predisposed to violent crimes."
1,This is met by Rossi pointing out that the study linking that particular disorder to violent crime had been debunked years ago.
0,"He tells the agents to get out, and they do so, right before the bombs strapped to the guy detonate and he becomes paint on the walls."
1,"The Reaper makes an attempt at this at the climax of ""100,"" but Hotch doesn't buy it and   beats him to death."
1,More likely that Hotch was too far in his  DespairEventHorizon  to care.
1,"Although, this one is a woman killing men."
1,This is actually one of the more out-there theories about the real Ripper's identity.
1,"Since he was never caught, we can never know."
1,It's the work of a copycat who wants to see the unsub released; the team realizes this because the copycat's  modus operandi  varies from certain signature details which were withheld by the police.
1,"The killer in ""Zoe's Reprise"" is  Jack the Ripoff  in human form."
1,"Morgan is just in time to   save Prentiss before she can bleed out , but thanks to   Hotch and JJ's plan to fake Emily's death , he's led to believe he wasn't."
1,He later tortures himself with the idea that being sixty seconds earlier could have changed everything.
1,"Nothing happens to   either of the two  Papa Wolves  from ""3rd Life"" (though they were, if not exactly sympathetic, certainly understandable), nor do we ever learn the fate of   the second killer family  from ""Bloodlines."
1,""" None of these were the primary UnSub, though."
1,"""The executive branch"" does this to the BAU team when it   puts forward the decision to transfer JJ out of the BAU, completely disregarding their family ."
1,"Ellie Spicer in ""The Longest Night"", who stands up to a serial killer who's just   murdered her father in front of her, left her aunt to die, and has been killing in  every single state for twenty-six years ."
0,:  Rossi is slick like an oil spill.
0,"Particularly impressive in ""Reckoner"" when he has not only the UnSub believing he'd slept with the UnSub's wife multiple times, but  the entire team  believing it, too."
1,"Also used in   ""Cold Comfort"" , where it's left ambiguous whether or not   Stanley Usher was genuinely psychic , in ""Demonology"", where one line of dialogue suggests that maybe   John Cooley actually is possessed  and   it's only ever a theory that the holy water was poisoned , and in another episode when   the possessed Voodoo priest told Reid (who had been experiencing migraines and visions) that he had ""ghosts"" in his brain (there's no physical problem with his brain and now he's terrified he might be going crazy like his mom) ."
1,""")  Done more subtly in ""Revelations"":   Tobias Hankel  calls his Russian Roulette game ""God's will""."
1,"He tries to shoot   Reid  at least five times and fails, but when   Reid steals his revolver he kills Tobias on the first try."
1,"Averted in ""The Angel Maker"" were everything is eventually explained and it was delibrately made to look like the supernatural going on."
1,However it did take the orginal Unsub a long time to die and his death freaked the Doctor out so much he quit excutions.
1,"Does   the Devil really come for poor Lara  at the end of ""Heathfield Manor"", or is she just as crazy as her brother and mother?"
1,"The name of the  General Ripper  in ""Dorado Falls"" who  caused the episode's  Sympathetic Murderer 's  Start of Darkness  by forcing him to assassinate two innocent children to keep a covert Navy SEALS operation quiet ?"
1,"The father is killed, but the son is the last surviving victim   For bonus  Unfortunate Implications , she's  almost always white, too."
0,(looks at the team)  Try to look less official.
1,"The unsub's mom is dead, despite the fact she seems to appear in public."
1,"Of course, if you know what  homage the episode is making , you'll have spotted it."
0,"The hitman in ""Natural Born Killer"" got sloppy in the triple murder that opens the episode because one of the victims was a woman and he identified her with his mother."
1,"The unsub of  The Uncanny Valley    was sexually abused by her father, who then gave her repeated electric shocks to shut her up about it."
1,It's also a valid  Freudian Excuse .
1,"The unsub of ""Normal"" shoots random motorists because   his daughter was struck and killed by a speeding car ."
1,"When he realizes it, it results in a serious  Villainous BSOD  complete with  My God, What Have I Done?"
1,", adding to the sob story assuming  anyone still felt sympathetic for him ."
1,"We see a father watch a tape of his  Psychopathic Manchild  brother torturing his own daughter, covering his ears in fear as she screams."
1,The scene then cuts to Rossi cheerfully teaching the team how to cook.
0,Is that a word?
0,"The prostitute he's with uses it to call Reid, saving Harris's life."
1,"Prentiss'   assumed death  was this for Morgan, and he's been slow to get over it."
1,""" Of course, it's somewhat ironic in that he actually managed to save Prentiss he just doesn't know it."
1,"They found  a  body   that Morgan claimed was her body so his family could move on , and later   found Cindi alive ."
1,A subversion occurs in the end when its discovered   the guy whose death sparked the BAU's involvement in the case wasn't a victim of the killer and did just commit suicide.
1,"Also seen in ""Risky Business,"" when JJ refuses to believe that several teens from the same school, with no apparent risk factors, would kill themselves."
1,"They took webcam videos of their deaths, which were then were downloaded and backed up on DVD by the unsub who used the game to lure them into killing themselves ."
0,"The killer himself, however, never says anything to indicate that he is one."
1,"In Hotch's defense, though,  Foyet  did fake his own near-death once by stabbing himself so many times that the police thought he was one of the victims."
1,Hotch was probably right to make sure he was down for the count.
1,To not even  move  as the bullet goes right by his shoulder into the wall behind him .
1,"After spending almost the entire episode playing the  Obstructive Bureaucrat  role in trying to get all the facts from the team, she actually almost tears up as Hotch finishes his report ."
1,"The expression on the unsub's face   before he gets blown up  at the end of ""Ashes and Dust""."
1,)  Garcia even  got shot.
1,"Oh, and half the time, when Reid isn't getting kidnapped or held hostage or  infected with anthrax , the case is still hitting him in the gut: nightmares, visions of himself in the victim's shoes, etc."
1,"(In ""Minimal Loss"", when  Emily takes the beating to keep him from getting shot ."
1,"Prentiss in ""Lauren""; Hotch even goes so far as to   declare Prentiss the victim and her abductor, Doyle, the UnSub ."
1,"""Conflicted""  is suspected to be the case, but it is subverted when it turns out to be a case of  Split Personality ."
0,Morgan looks at a picture drawn by an autistic kid and can't figure out what it is.
1,He felt so bad about the murder that he had been sending fluffy toys as presents every year on the anniversary as an apology.
1,"The unsub in ""To Hell...""/""And Back"" was revealed to be   an overgrown manchild who was being manipulated into stealing the stem cells of homeless people by his quadriplegic mad scientist older brother."
1,"The unsub from ""The Uncanny Valley"" is probably an example of this as well, as   she has the mind of a young child, due to verbal and sexual abuse she suffered from her  father ."
1,"She just wants a pretty set of dolls, the perfect set, to play with."
1,"The unsub from ""Proof"" is an extremely dark one."
0,"Many years later, he hears they're having marital problems and starts brutally torturing and killing women after she rejects him again."
1,"Oh, and he taped every murder."
1,"""I like hearing the women scream, it's reminds me of the roller coaster!"
1,""" Playing  Kick the Dog  was fun too."
1,"At the end of the season 5 opener,  Hotchner's ex-wife Haley and his son Jack get whisked off into protective custody in order to protect them from the serial killer known as the Reaper, which means that Hotchner will lose all contact with Haley and more importantly, with his young son Jack as long as the Reaper is on the loose."
1,"For a  Papa Wolf  like Hotchner, this is probably a  Fate Worse than Death , which was exactly the Reaper's goal all along."
1,"In ""JJ"",   JJ was shuttled off to a new position in the State Department ."
0,"The two oldest Galen children from the episode ""Damaged"" are played by real-life twin brother and sister Nicholle Tom and David Tom."
1,"Attempted in ""Masterpiece"" -  Rothchild attempts to kill the entire BAU team except Rossi, who is the object of his rage ."
1,"""Elephant's Memory"", ""House on Fire"", the appropriately-named ""Retaliation"", and what Hotch does to   Foyet after he targets Hotch's family in ""100"" ."
1,Also evident in many other episodes where particular victims are chosen because they have somehow hurt or offended the unsub (or are somehow like someone who has).
0,"Played straight in ""Rite of Passage""."
0,"Also, the awkward smile-and-wave combo he invariably gives when being introduced."
1,"(Possibly) lampshaded in ""Honor Among Thieves"", when he's all prepared to take down the door,  only to hear the suspect escaping in a car at the front of the house."
1,"Lampshaded in the season four gag reel, in which Shemar Moore kicks down a door that the crew has unhinged so that the entire door just falls off."
1,"Ironically, at that very moment,   his  'baby girl'  Garcia is shot by her date for the evening, who Morgan had tried to warn her away from."
1,The team can't get a hold of him to tell him because he's turned his phone off in the church.
1,"Morgan even  lampshades  it in the next episode by saying ""What are the odds?"
1,"The first time I step in a church in twenty years, she ends up on the table."
1,"She ends up outside a church (which she hasn't been in since her   abortion at fifteen ) and while she looks longingly at it, the last shot is of her deciding  not  to go in."
1,"To distract the cops, the kid made the homicide look like some kind of demented ritual killing, and essentially used the hiker skeleton as a prop."
1,"In ""The Angel Maker"", the unsub tries to make it look like a dead serial killer has come back to life/didn't actually die."
1,"Near the end he realizes   there was no other driver and that he is responsible for the crash that cost him his legs and wife, as he had fallen asleep at the wheel ."
1,"Although this seems inconsistent with   the later discovery of Prentiss' background as a badass undercover agent,  it is conceivable that the rest of the team could have been barred from that info (at least until they're cleared in ""Lauren"")."
1,"This does not, however, account for the discrepancy between Prentiss' original season 2 statement that she had then been with the Bureau for ten years and the revelation in ""Lauren"" that   a mere seven years earlier, she was instead working for Interpol and/or the CIA, apparently."
1,"Well, the statement was just that, a statement."
1,"And since her previous assignment was kind of secretive, you don't blurt it out."
1,"""No Way Out II"" turns   ""The Fisher King""  into one of these, because   Frank kills the girl they saved in those episodes ."
0, conman who's juggling too many aliases is described as a  functioning alcoholic .
1,"Too bad she had  two  stalkers, and one of them was more determined and sadistic than the other."
1,"In ""Mosley Lane"" we can hear  Illabye  as  Anita Roycewood  carefully puts a sleeping boy in a cardboard box, smiles to him, hums a lullaby...   and then proceeds to burn the boy in a crematorium ."
1,"""Ashes and Dust"" gives us one of the most powerful examples of all time, as Enya's ""Boadicea"" plays over   a family trying to escape their burning house in vain, as the arsonist watches."
1,You can watch it  right over here .
0,"They met the team that is in the spin-off in ""The Fight"" (season 5, episode 18)."
1,) smile Hotch gives is   when JJ announces that she's pregnant.
1,"He's clearly happy for   her , but it just doesn't look right on his face."
0,"Actually, he does smile more."
0,Hotch and Hayley showing off baby Jack to everyone is  heartbreaking when you consider how closed-off he becomes .
1,"The season 5 episode ""100"" gives us   the Reaper getting hold of Hotch's family ."
1,You can feel Hotch's pain throughout the episode.
1,"He also loses his composure to a lesser extent back in ""Ashes and Dust"" when   Evan Abbey incinerates himself ."
0,"In one episode, on a campus that the team has been investigating a spate of murders, one of the girls there is shown cutting and deliberatly trying to get herself killed by the murderer (like a suicide attempt)."
0,"The season seven episode where the BAU speaks to a college class about profiling is called ""Profiling 101""."
1,"""  What   Billy Flynn forces Morgan to do in ""The Longest Night"" ."
0,"The UnSub in ""Penelope"" walks into the BAU and, when he realizes they know who he is, intends to go down that way taking as many of them as he can."
1,JJ shoots him from behind before he gets a chance.
1,"Under the circumstances, the older unsub's refusal to back down when surrounded at gunpoint in ""Open Season"" comes across as one part  Suicide By Cop  and another part  being hellbent on taking down the week's damsel in distress ."
1,"The kids think it's a big contest until   the UnSub, a paramedic who has also been egging them on via a website, collects them from their houses and makes sure they've succeeded in killing themselves."
1,"Also, in the same episode, Reid responds to a smartass student who's not taking the issue seriously with an  all too detailed description of how unpleasant death by asphyxiation really is."
1,"A handful of unsubs, the most prominent probably being Vincent from ""The Big Wheel"" and   Clara Hayes  from ""Compulsion""."
0,"There's even a case where it helps - in ""Legacy"", the Kansas City detective's compulsive note-taking was the very reason he noticed that  sixty-three  homeless people were missing, leading to the discovery that they were being systematically tortured and killed."
0,The more grusome activities the unsubs partake in and their effects on the victims are often only shown through the horrified or disgusted looks on the team's faces.
0,"And at the end of ""The 13th Step"" the team defuse a hostage situation by pushing the unsub's buttons so that he ends up killing his partner then committing suicide by cop."
1,They don't even make it through the episode.
1,"Reid had  Tobias Hankel, the Dissociative Identity Disorder-afflicted killer of ""The Big Game"" and ""Revelations"") , who stays with him for two reasons: first, the drug addiction  Story Arc  that comes from  being shot full of Dilaudid  three times  over the course of ""Revelations"" , is developed in ""Fear and Loathing,"" ""Distress,"" ""Jones,"" and ""Ashes and Dust,"" and  comes back for further development in ""Elephant's Memory"" and ""Amplification"" ."
1,"Second, even though  the alternate personalities of Tobias's father and the archangel Raphael tortured Reid, made him choose someone to save and thus doom others to being new victims, and played Russian roulette with him , Tobias showed him empathy  despite also being the one to inject Reid with aforementioned Dilaudid , and, as seen in ""Conflicted,""  gives him the insight to figure out Adam/Amanda's identity as the unsub , but also  makes him feel as though he owes something to Tobias and keeps him coming back to try and help Amanda to let Adam's personality resurface ."
0,There are five or six of them; we just don't see some of the injections onscreen.
1,"Unintentionally done in ""Normal"" after Norman shoots the first victim her car crashes and flips over in an over dramatic way."
1,"Fortunately the dad was distracted because he needed to know  why  Seaver mentioned apologizing in the killer's family's place, but she was still chewed out by Hotch"
1,"JJ's at  four  and counting - shooting the dogs in ""The Big Game""; shooting   Garcia's attacker  in ""Penelope""; bashing an UnSub upside the head with a shovel while just having been concussed in ""The Performer"", and   talking Billy Flynn down over the Emergency Broadcast System  in ""The Longest Night""."
1,Pretty damn good for the team's  communications specialist .
0,"Apparently, she took some intensive hand-to-hand training courses while doing paper work with the State Department."
0,Just watch the season 7 premiere if you don't believe me.
1,"""Lo-Fi""   It was  Kate Joyner  And in 100."
1,"Also   Foyet,  but no one really cares about   him."
1,"Not only did that not happen, but Garcia's boyfriend completely trusts Morgan (though the next episode has him state he ""went through a lot of therapy to figure out their relationship"") ."
1,It wouldn't have been quite so bad if the last victim hadn't been  scalped .
